,Ticker Bloomberg,volume_avg_90d,ValDate,Fund,Ticker Lote,ProductClass,Book,FinancialPU,Amount,Dt_Expiry,YesterdayPU,YestAmount,PL,EQUITY,Trade,Tipo,ISIN,Isin_Ativo_Objeto
137,SUZB3 BZ Equity,7327876.0,2020-04-17,VISTA LONG BIASED MASTER FIM,SUZB3,Equity,RV_Brasil_Long_,35.84,27532.0,,36.18,27532.0,-9360.8799999999,986746.88,ESTOQUE,STOCK,BBG00J5Q0BS0,
138,SUZB3 BZ Equity,7327876.0,2020-04-17,VISTA MACRO MASTER FIM,SUZB3,Equity,RV_Brasil_VALE/PROTEINAS_,35.84,300000.0,,36.18,250000.0,-104344.99999999901,10752000.0,ESTOQUE,STOCK,BBG00J5Q0BS0,
139,SUZB3 BZ Equity,7327876.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,SUZB3,Equity,RV_Brasil_VALE/PROTEINAS_,35.84,258164.52,,36.18,215137.1,-89793.9227979991,9252616.3968,ESTOQUE,STOCK,BBG00J5Q0BS0,
140,VALE3 BZ Equity,29319350.0,2020-04-17,BRAZIL OPPORTUNITIES FIM,VALE3,Equity,RV_Brasil_Long_,44.0,11660.0,,42.76,11660.0,14458.4,513040.0,ESTOQUE,STOCK,BBG000BHNR86,
141,VALE3 BZ Equity,29319350.0,2020-04-17,BRAZIL OPPORTUNITIES VISTA FIM,VALE3,Equity,RV_Brasil_Long_,44.0,118745.0,,42.76,118745.0,147243.8,5224780.0,ESTOQUE,STOCK,BBG000BHNR86,
142,VALE3 BZ Equity,29319350.0,2020-04-17,VISTA FIA,VALE3,Equity,RV_Brasil_Long_,44.0,575914.0,,42.76,575914.0,714133.3600000009,25340216.0,ESTOQUE,STOCK,BBG000BHNR86,
143,VALE3 BZ Equity,29319350.0,2020-04-17,VISTA LONG BIASED MASTER FIM,VALE3,Equity,RV_Brasil_Long_,44.0,56381.0,,42.76,56381.0,69912.4400000001,2480764.0,ESTOQUE,STOCK,BBG000BHNR86,
144,4EJ0P 2500 Index,713011.6333333333,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,4EJ0P 2500,S&P500 E-mini Options,RV_Internacional_EUA_,1.3,-400.0,04/24/2020,7.0,-400.0,114000.0,1044740.95361748,ESTOQUE,OPTION,BBG00SHLB803,BBG00NJLZF28
145,4EJ0P 2500 Index,713011.6333333333,2020-04-17,VISTA HEDGE FIC FIM,4EJ0P 2500,S&P500 E-mini Options,RV_Internacional_EUA_,1.3,-13.734576,04/24/2020,7.0,-13.734576,20590.450567344,188381.818373602,ESTOQUE,OPTION,BBG00SHLB803,BBG00NJLZF28
146,4EJ0P 2500 Index,713011.6333333333,2020-04-17,VISTA MACRO MASTER FIM,4EJ0P 2500,S&P500 E-mini Options,RV_Internacional_EUA_,1.3,-400.0,04/24/2020,7.0,-400.0,599667.6,5486352.64382685,ESTOQUE,OPTION,BBG00SHLB803,BBG00NJLZF28
147,4EJ0P 2500 Index,713011.6333333333,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,4EJ0P 2500,S&P500 E-mini Options,RV_Internacional_EUA_,1.3,-344.21936,04/24/2020,7.0,-344.21936,516042.99371184,4721271.98948097,ESTOQUE,OPTION,BBG00SHLB803,BBG00NJLZF28
148,4EJ0P 2550 Index,713011.6333333333,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,4EJ0P 2550,S&P500 E-mini Options,RV_Internacional_EUA_,2.25,400.0,04/24/2020,10.5,400.0,-165000.0,-1760644.83736562,ESTOQUE,OPTION,BBG00SHLB9D7,BBG00NJLZF28
149,4EJ0P 2550 Index,713011.6333333333,2020-04-17,VISTA HEDGE FIC FIM,4EJ0P 2550,S&P500 E-mini Options,RV_Internacional_EUA_,2.25,13.734576,04/24/2020,10.5,13.734576,-29803.78956492,-317469.584038598,ESTOQUE,OPTION,BBG00SHLB9D7,BBG00NJLZF28
150,4EJ0P 2550 Index,713011.6333333333,2020-04-17,VISTA MACRO MASTER FIM,4EJ0P 2550,S&P500 E-mini Options,RV_Internacional_EUA_,2.25,400.0,04/24/2020,10.5,400.0,-867993.0,-9245850.29894182,ESTOQUE,OPTION,BBG00SHLB9D7,BBG00NJLZF28
151,4EJ0P 2550 Index,713011.6333333333,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,4EJ0P 2550,S&P500 E-mini Options,RV_Internacional_EUA_,2.25,344.21936,04/24/2020,10.5,344.21936,-746949.9873611999,-7956501.681393901,ESTOQUE,OPTION,BBG00SHLB9D7,BBG00NJLZF28
152,AEM US Equity,2097737.75,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,AEM,US Equity,Comdty_gold_,53.88,35800.0,,53.93,27300.0,6323.250000000129,1928904.0,ESTOQUE,STOCK,BBG000DLVDK3,
153,AEM US Equity,2097737.75,2020-04-17,VISTA HEDGE FIC FIM,AEM,US Equity,Comdty_gold_,53.88,1238.704797,,53.93,937.3848119999999,821.125272220555,350485.863907637,ESTOQUE,STOCK,BBG000DLVDK3,
154,AEM US Equity,2097737.75,2020-04-17,VISTA MACRO MASTER FIM,AEM,US Equity,Comdty_gold_,53.88,35800.0,,53.93,27300.0,22605.4342500034,10129446.4656,ESTOQUE,STOCK,BBG000DLVDK3,
155,AEM US Equity,2097737.75,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,AEM,US Equity,Comdty_gold_,53.88,31004.091435000002,,53.93,23492.97132,20386.2278163333,8772466.04484358,ESTOQUE,STOCK,BBG000DLVDK3,
156,AGI US Equity,3410668.5,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,AGI,US Equity,Comdty_gold_,6.38,281800.0,,6.77,211800.0,-81279.0,1797884.0,ESTOQUE,STOCK,BBG009HT6BL4,
157,AGI US Equity,3410668.5,2020-04-17,VISTA HEDGE FIC FIM,AGI,US Equity,Comdty_gold_,6.38,9676.008792,,6.77,7272.457992000001,-15010.2612669615,324184.34059857,ESTOQUE,STOCK,BBG009HT6BL4,
158,AGI US Equity,3410668.5,2020-04-17,VISTA MACRO MASTER FIM,AGI,US Equity,Comdty_gold_,6.38,281800.0,,6.77,211800.0,-437152.519799998,9441408.0376,ESTOQUE,STOCK,BBG009HT6BL4,
159,AGI US Equity,3410668.5,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,AGI,US Equity,Comdty_gold_,6.38,242502.53911999997,,6.77,182264.15112,-376190.901469857,8124788.58050382,ESTOQUE,STOCK,BBG009HT6BL4,
160,BABA US Equity,16227634.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,BABA,ADR,RV_Internacional_China_,209.5,18000.0,,212.66,18000.0,-56879.999999999905,3771000.0,ESTOQUE,STOCK,BBG006G2JVL2,
161,BABA US Equity,16227634.0,2020-04-17,VISTA HEDGE FIC FIM,BABA,ADR,RV_Internacional_China_,209.5,618.05592,,212.66,618.05592,-11202.6195502097,679965.530811336,ESTOQUE,STOCK,BBG006G2JVL2,
162,BABA US Equity,16227634.0,2020-04-17,VISTA MACRO MASTER FIM,BABA,ADR,RV_Internacional_China_,209.5,18000.0,,212.66,18000.0,-326260.36799999396,19803029.4,ESTOQUE,STOCK,BBG006G2JVL2,
163,BABA US Equity,16227634.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,BABA,ADR,RV_Internacional_China_,209.5,15489.8712,,212.66,15489.8712,-280762.837665806,17041465.265323002,ESTOQUE,STOCK,BBG006G2JVL2,
164,BKLN US 05/15/20 P16 Equity,9517076.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,BKLN US 05/15/20 P16,ETF Options,RF_Credito_,0.11,-3000.0,05/15/2020,0.15,-3000.0,12000.0,366022.319450364,ESTOQUE,OPTION,BBG00SP0N031,BBG001K94N28
165,BKLN US 05/15/20 P16 Equity,9517076.0,2020-04-17,VISTA HEDGE FIC FIM,BKLN US 05/15/20 P16,ETF Options,RF_Credito_,0.11,-103.00932,05/15/2020,0.15,-103.00932,2174.8975787520003,65999.08796973269,ESTOQUE,OPTION,BBG00SP0N031,BBG001K94N28
166,BKLN US 05/15/20 P16 Equity,9517076.0,2020-04-17,VISTA MACRO MASTER FIM,BKLN US 05/15/20 P16,ETF Options,RF_Credito_,0.11,-3000.0,05/15/2020,0.15,-3000.0,63340.8,1922129.60836163,ESTOQUE,OPTION,BBG00SP0N031,BBG001K94N28
167,BKLN US 05/15/20 P16 Equity,9517076.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,BKLN US 05/15/20 P16,ETF Options,RF_Credito_,0.11,-2581.6452,05/15/2020,0.15,-2581.6452,54507.82409472,1654085.55906823,ESTOQUE,OPTION,BBG00SP0N031,BBG001K94N28
168,BKLN US 05/15/20 P18 Equity,9517076.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,BKLN US 05/15/20 P18,ETF Options,RF_Credito_,0.175,3150.0,05/15/2020,0.2,3150.0,-7875.0,-727268.1941398509,ESTOQUE,OPTION,BBG00SP0N2B8,BBG001K94N28
169,BKLN US 05/15/20 P18 Equity,9517076.0,2020-04-17,VISTA HEDGE FIC FIM,BKLN US 05/15/20 P18,ETF Options,RF_Credito_,0.175,108.15978600000001,05/15/2020,0.2,108.15978600000001,-1435.550759685,-131136.914258951,ESTOQUE,OPTION,BBG00SP0N2B8,BBG001K94N28
170,BKLN US 05/15/20 P18 Equity,9517076.0,2020-04-17,VISTA MACRO MASTER FIM,BKLN US 05/15/20 P18,ETF Options,RF_Credito_,0.175,3150.0,05/15/2020,0.2,3150.0,-41808.374999999905,-3819176.194706,ESTOQUE,OPTION,BBG00SP0N2B8,BBG001K94N28
171,BKLN US 05/15/20 P18 Equity,9517076.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,BKLN US 05/15/20 P18,ETF Options,RF_Credito_,0.175,2710.72746,05/15/2020,0.2,2710.72746,-35978.1302128499,-3286585.96367234,ESTOQUE,OPTION,BBG00SP0N2B8,BBG001K94N28
172,BLMN US Equity,1797378.75,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,BLMN,US Equity,RV_Internacional_EUA_,9.28,95000.0,,8.33,95000.0,90249.9999999999,881600.0,ESTOQUE,STOCK,BBG002VZ68Y2,
173,BLMN US Equity,1797378.75,2020-04-17,VISTA HEDGE FIC FIM,BLMN,US Equity,RV_Internacional_EUA_,9.28,3261.9618,,8.33,3261.9618,16077.733465777199,158965.158303706,ESTOQUE,STOCK,BBG002VZ68Y2,
174,BLMN US Equity,1797378.75,2020-04-17,VISTA MACRO MASTER FIM,BLMN,US Equity,RV_Internacional_EUA_,9.28,95000.0,,8.33,95000.0,468241.13,4629634.24,ESTOQUE,STOCK,BBG002VZ68Y2,
175,BLMN US Equity,1797378.75,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,BLMN,US Equity,RV_Internacional_EUA_,9.28,81752.098,,8.33,81752.098,402944.15523569204,3984024.33781722,ESTOQUE,STOCK,BBG002VZ68Y2,
176,CLN0C 80 Comdty,73932.34444444445,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,CLN0C 80,WTI Crude Oil Future Options,Comdty_Oleo_,0.01,263.0,06/17/2020,0.01,263.0,0.0,,ESTOQUE,OPTION,BBG00CX11LD2,BBG007J6GKW3
177,CLN0C 80 Comdty,73932.34444444445,2020-04-17,VISTA HEDGE FIC FIM,CLN0C 80,WTI Crude Oil Future Options,Comdty_Oleo_,0.01,9.03048372,06/17/2020,0.01,9.03048372,-0.650194827839897,,ESTOQUE,OPTION,BBG00CX11LD2,BBG007J6GKW3
178,CLN0C 80 Comdty,73932.34444444445,2020-04-17,VISTA MACRO MASTER FIM,CLN0C 80,WTI Crude Oil Future Options,Comdty_Oleo_,0.01,263.0,06/17/2020,0.01,263.0,-18.935999999997,,ESTOQUE,OPTION,BBG00CX11LD2,BBG007J6GKW3
179,CLN0C 80 Comdty,73932.34444444445,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,CLN0C 80,WTI Crude Oil Future Options,Comdty_Oleo_,0.01,226.3242292,06/17/2020,0.01,226.3242292,-16.295344502397402,,ESTOQUE,OPTION,BBG00CX11LD2,BBG007J6GKW3
180,CLZ0C 85 Comdty,73183.72222222222,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,CLZ0C 85,WTI Crude Oil Future Options,Comdty_Oleo_,0.08,375.0,11/17/2020,0.07,375.0,3750.0,,ESTOQUE,OPTION,BBG0047DTYS9,BBG0028FBM84
181,CLZ0C 85 Comdty,73183.72222222222,2020-04-17,VISTA HEDGE FIC FIM,CLZ0C 85,WTI Crude Oil Future Options,Comdty_Oleo_,0.08,12.876165,11/17/2020,0.07,12.876165,669.689341650003,,ESTOQUE,OPTION,BBG0047DTYS9,BBG0028FBM84
182,CLZ0C 85 Comdty,73183.72222222222,2020-04-17,VISTA MACRO MASTER FIM,CLZ0C 85,WTI Crude Oil Future Options,Comdty_Oleo_,0.08,375.0,11/17/2020,0.07,375.0,19503.75,,ESTOQUE,OPTION,BBG0047DTYS9,BBG0028FBM84
183,CLZ0C 85 Comdty,73183.72222222222,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,CLZ0C 85,WTI Crude Oil Future Options,Comdty_Oleo_,0.08,322.70565,11/17/2020,0.07,322.70565,16783.9208565,,ESTOQUE,OPTION,BBG0047DTYS9,BBG0028FBM84
184,DIS US Equity,16368394.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,DIS,US Equity,RV_Internacional_EUA_,106.63,25630.0,,102.02,25630.0,118154.3,2732926.9,ESTOQUE,STOCK,BBG000BH4R78,
185,DIS US Equity,16368394.0,2020-04-17,VISTA HEDGE FIC FIM,DIS,US Equity,RV_Internacional_EUA_,106.63,880.0429572,,102.02,880.0429572,20658.4891949253,492786.022335476,ESTOQUE,STOCK,BBG000BH4R78,
186,DIS US Equity,16368394.0,2020-04-17,VISTA MACRO MASTER FIM,DIS,US Equity,RV_Internacional_EUA_,106.63,25630.0,,102.02,25630.0,601649.128300001,14351692.322660001,ESTOQUE,STOCK,BBG000BH4R78,
187,DIS US Equity,16368394.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,DIS,US Equity,RV_Internacional_EUA_,106.63,22055.855492,,102.02,22055.855492,517748.19471996,12350325.865557302,ESTOQUE,STOCK,BBG000BH4R78,
188,EWUS US Equity,43577.72265625,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,EWUS,ETF,RV_Internacional_UK_,29.8,100600.0,,28.76,100600.0,104624.0,2997880.0,ESTOQUE,STOCK,BBG002DMMNJ7,
189,EWUS US Equity,43577.72265625,2020-04-17,VISTA HEDGE FIC FIM,EWUS,ETF,RV_Internacional_UK_,29.8,2012.115384,,28.76,2012.115384,10572.4268798435,314879.397280621,ESTOQUE,STOCK,BBG002DMMNJ7,
190,EWUS US Equity,43577.72265625,2020-04-17,VISTA HEDGE FIC FIM,EWUS,ETF,RV_Internacional_UK_EB_,29.8,721.06524,,28.76,721.06524,3788.75366001219,112840.73963981301,ESTOQUE,STOCK,BBG002DMMNJ7,
191,EWUS US Equity,43577.72265625,2020-04-17,VISTA HEDGE FIC FIM,EWUS,ETF,RV_Internacional_UK_KS_,29.8,721.06524,,28.76,721.06524,3788.75366001219,112840.73963981301,ESTOQUE,STOCK,BBG002DMMNJ7,
192,EWUS US Equity,43577.72265625,2020-04-17,VISTA MACRO MASTER FIM,EWUS,ETF,RV_Internacional_UK_,29.8,58600.0,,28.76,58600.0,307906.902400003,9170414.792000001,ESTOQUE,STOCK,BBG002DMMNJ7,
193,EWUS US Equity,43577.72265625,2020-04-17,VISTA MACRO MASTER FIM,EWUS,ETF,RV_Internacional_UK_EB_,29.8,21000.0,,28.76,21000.0,110342.064000001,3286326.12,ESTOQUE,STOCK,BBG002DMMNJ7,
194,EWUS US Equity,43577.72265625,2020-04-17,VISTA MACRO MASTER FIM,EWUS,ETF,RV_Internacional_UK_KS_,29.8,21000.0,,28.76,21000.0,110342.064000001,3286326.12,ESTOQUE,STOCK,BBG002DMMNJ7,
195,EWUS US Equity,43577.72265625,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,EWUS,ETF,RV_Internacional_UK_,29.8,50428.13624,,28.76,50428.13624,264968.79220927804,7891585.77659193,ESTOQUE,STOCK,BBG002DMMNJ7,
196,EWUS US Equity,43577.72265625,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,EWUS,ETF,RV_Internacional_UK_EB_,29.8,18071.5164,,28.76,18071.5164,94954.6866278984,2828042.68444421,ESTOQUE,STOCK,BBG002DMMNJ7,
197,EWUS US Equity,43577.72265625,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,EWUS,ETF,RV_Internacional_UK_KS_,29.8,18071.5164,,28.76,18071.5164,94954.6866278984,2828042.68444421,ESTOQUE,STOCK,BBG002DMMNJ7,
198,EWUS US Equity,43577.72265625,2020-04-17,VISTA HEDGE FIC FIM,Swap EWUSxUSD 06APR20 07JUL20,Total Return Swap - Cetip,RV_Internacional_UK_,0.158758549161884,778594.106503638,07/07/2020,0.11901107508293401,778594.106503638,30947.1490662766,891415.259745328,ESTOQUE,STOCK,SWAPEWUS,
199,EWUS US Equity,43577.72265625,2020-04-17,VISTA MACRO MASTER FIM,Swap EWUSxUSD 06APR20 07JUL20,Total Return Swap - Cetip,RV_Internacional_UK_,0.158758549161884,22675446.45,07/07/2020,0.11901107508293401,22675446.45,901291.719999994,25961202.144,ESTOQUE,STOCK,SWAPEWUS,
200,EWUS US Equity,43577.72265625,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,Swap EWUSxUSD 06APR20 07JUL20,Total Return Swap - Cetip,RV_Internacional_UK_,0.158758549161884,19513319.1618332,07/07/2020,0.11901107508293401,19513319.1618332,775605.1475792429,22340870.9670958,ESTOQUE,STOCK,SWAPEWUS,
201,FNV US Equity,960814.5625,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,FNV,US Equity,Comdty_gold_,124.48,15220.0,,123.99,7800.0,19018.1600000001,1894585.6,ESTOQUE,STOCK,BBG000RD3CL8,
202,FNV US Equity,960814.5625,2020-04-17,VISTA HEDGE FIC FIM,FNV,US Equity,Comdty_gold_,124.48,530.8588542,,123.99,267.824232,3278.9698040214803,347019.392231023,ESTOQUE,STOCK,BBG000RD3CL8,
203,FNV US Equity,960814.5625,2020-04-17,VISTA MACRO MASTER FIM,FNV,US Equity,Comdty_gold_,124.48,15220.0,,123.99,7800.0,92908.6870240015,9949226.81984,ESTOQUE,STOCK,BBG000RD3CL8,
204,FNV US Equity,960814.5625,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,FNV,US Equity,Comdty_gold_,124.48,13269.043549799999,,123.99,6712.277520000001,81796.84836867571,8673897.76342281,ESTOQUE,STOCK,BBG000RD3CL8,
205,FTCH US Equity,3633347.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,FTCH,US Equity,RV_Internacional_EUA_,12.02,115000.0,,11.74,115000.0,32199.9999999999,1382300.0,ESTOQUE,STOCK,BBG00LSD4456,
206,FTCH US Equity,3633347.0,2020-04-17,VISTA HEDGE FIC FIM,FTCH,US Equity,RV_Internacional_EUA_,12.02,3948.6906,,11.74,3948.6906,5472.348149678421,249248.568878417,ESTOQUE,STOCK,BBG00LSD4456,
207,FTCH US Equity,3633347.0,2020-04-17,VISTA MACRO MASTER FIM,FTCH,US Equity,RV_Internacional_EUA_,12.02,115000.0,,11.74,115000.0,159374.360000001,7259010.22,ESTOQUE,STOCK,BBG00LSD4456,
208,FTCH US Equity,3633347.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,FTCH,US Equity,RV_Internacional_EUA_,12.02,98963.0660000001,,11.74,98963.0660000001,137149.350499025,6246729.63040465,ESTOQUE,STOCK,BBG00LSD4456,
209,GCM0 Comdty,51890.688888888886,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,GCM0,Gold Future  - CMX,Comdty_gold_,1698.8,100.0,06/26/2020,1731.7,50.0,-256529.99,,ESTOQUE,FUTURE,BBG006QSWK33,
210,GCM0 Comdty,51890.688888888886,2020-04-17,VISTA HEDGE FIC FIM,GCM0,Gold Future  - CMX,Comdty_gold_,1698.8,3.4892925000000004,06/26/2020,1731.7,1.716822,-46793.9295004999,,ESTOQUE,FUTURE,BBG006QSWK33,
211,GCM0 Comdty,51890.688888888886,2020-04-17,VISTA MACRO MASTER FIM,GCM0,Gold Future  - CMX,Comdty_gold_,1698.8,100.0,06/26/2020,1731.7,50.0,-1347141.5894860001,,ESTOQUE,FUTURE,BBG006QSWK33,
212,GCM0 Comdty,51890.688888888886,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GCM0,Gold Future  - CMX,Comdty_gold_,1698.8,87.2104794999999,06/26/2020,1731.7,43.02742,-1170450.6339244,,ESTOQUE,FUTURE,BBG006QSWK33,
213,GDX US Equity,62616228.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,GDX,ETF,Comdty_gold_,29.94,180000.0,,30.92,180000.0,-176400.0,5389200.0,ESTOQUE,STOCK,BBG000PLNQN7,
214,GDX US Equity,62616228.0,2020-04-17,VISTA HEDGE FIC FIM,GDX,ETF,Comdty_gold_,29.94,6180.5592,,30.92,6180.5592,-33183.3976225631,971750.262171427,ESTOQUE,STOCK,BBG000PLNQN7,
215,GDX US Equity,62616228.0,2020-04-17,VISTA MACRO MASTER FIM,GDX,ETF,Comdty_gold_,29.94,180000.0,,30.92,180000.0,-966419.279999997,28300844.88,ESTOQUE,STOCK,BBG000PLNQN7,
216,GDX US Equity,62616228.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GDX,ETF,Comdty_gold_,29.94,154898.712,,30.92,154898.712,-831650.565133149,24354246.7801322,ESTOQUE,STOCK,BBG000PLNQN7,
217,GOLD US Equity,18147164.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,GOLD,US Equity,Comdty_gold_,24.54,57500.0,,25.0,38700.0,-8806.36920000007,1411050.0,ESTOQUE,STOCK,BBG000BB07P9,
218,GOLD US Equity,18147164.0,2020-04-17,VISTA HEDGE FIC FIM,GOLD,US Equity,Comdty_gold_,24.54,1995.269136,,25.0,1328.820228,-1774.5263328619897,257129.04860299602,ESTOQUE,STOCK,BBG000BB07P9,
219,GOLD US Equity,18147164.0,2020-04-17,VISTA MACRO MASTER FIM,GOLD,US Equity,Comdty_gold_,24.54,57500.0,,25.0,38700.0,-53211.767216879,7409987.97,ESTOQUE,STOCK,BBG000BB07P9,
220,GOLD US Equity,18147164.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GOLD,US Equity,Comdty_gold_,24.54,49916.053452,,25.0,33303.22308,-44699.4609004927,6432649.66242082,ESTOQUE,STOCK,BBG000BB07P9,
221,GPRK US Equity,241454.9375,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,GPRK,US Equity,RV_Internacional_EUA_,8.92,52470.0,,8.59,52470.0,17315.1,468032.4,ESTOQUE,STOCK,BBG000H2SMB5,
222,GPRK US Equity,241454.9375,2020-04-17,VISTA HEDGE FIC FIM,GPRK,US Equity,RV_Internacional_EUA_,8.92,1801.6330068,,8.59,1801.6330068,3010.7341405255897,84392.9725014329,ESTOQUE,STOCK,BBG000H2SMB5,
223,GPRK US Equity,241454.9375,2020-04-17,VISTA MACRO MASTER FIM,GPRK,US Equity,RV_Internacional_EUA_,8.92,52470.0,,8.59,52470.0,87683.3515800005,2457825.3453599997,ESTOQUE,STOCK,BBG000H2SMB5,
224,GPRK US Equity,241454.9375,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GPRK,US Equity,RV_Internacional_EUA_,8.92,45152.974548,,8.59,45152.974548,75455.7679088069,2115077.6684290003,ESTOQUE,STOCK,BBG000H2SMB5,
225,GREK US Equity,610028.125,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,GREK,ETF,RV_Internacional_Grecia_,6.09,413378.0,,5.95,413378.0,57872.919999999904,2517472.02,ESTOQUE,STOCK,BBG0029YL8G3,
226,GREK US Equity,610028.125,2020-04-17,VISTA HEDGE FIC FIM,GREK,ETF,RV_Internacional_Grecia_,6.09,8693.36855208,,5.95,8693.36855208,6018.90587724396,278022.845691653,ESTOQUE,STOCK,BBG0029YL8G3,
227,GREK US Equity,610028.125,2020-04-17,VISTA HEDGE FIC FIM,GREK,ETF,RV_Internacional_Grecia_EB_,6.09,2750.28017112,,5.95,2750.28017112,1904.1729781559802,87956.7816598732,ESTOQUE,STOCK,BBG0029YL8G3,
228,GREK US Equity,610028.125,2020-04-17,VISTA HEDGE FIC FIM,GREK,ETF,RV_Internacional_Grecia_KS_,6.09,2750.28017112,,5.95,2750.28017112,1904.1729781559802,87956.7816598732,ESTOQUE,STOCK,BBG0029YL8G3,
229,GREK US Equity,610028.125,2020-04-17,VISTA MACRO MASTER FIM,GREK,ETF,RV_Internacional_Grecia_,6.09,253182.0,,5.95,253182.0,175292.076792002,8097020.124732001,ESTOQUE,STOCK,BBG0029YL8G3,
230,GREK US Equity,610028.125,2020-04-17,VISTA MACRO MASTER FIM,GREK,ETF,RV_Internacional_Grecia_EB_,6.09,80098.0,,5.95,80098.0,55456.33088800059,2561616.220548,ESTOQUE,STOCK,BBG0029YL8G3,
231,GREK US Equity,610028.125,2020-04-17,VISTA MACRO MASTER FIM,GREK,ETF,RV_Internacional_Grecia_KS_,6.09,80098.0,,5.95,80098.0,55456.33088800059,2561616.220548,ESTOQUE,STOCK,BBG0029YL8G3,
232,GREK US Equity,610028.125,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GREK,ETF,RV_Internacional_Grecia_,6.09,217875.36500879997,,5.95,217875.36500879997,150847.316216034,6967877.71310593,ESTOQUE,STOCK,BBG0029YL8G3,
233,GREK US Equity,610028.125,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GREK,ETF,RV_Internacional_Grecia_EB_,6.09,68928.20574319999,,5.95,68928.20574319999,47722.856815539504,2204394.74000663,ESTOQUE,STOCK,BBG0029YL8G3,
234,GREK US Equity,610028.125,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GREK,ETF,RV_Internacional_Grecia_KS_,6.09,68928.20574319999,,5.95,68928.20574319999,47722.856815539504,2204394.74000663,ESTOQUE,STOCK,BBG0029YL8G3,
235,GREK US Equity,610028.125,2020-04-17,VISTA HEDGE FIC FIM,Swap GREKxUSD 06APR20 07JUL20,Total Return Swap - Cetip,RV_Internacional_Grecia_,0.162170289354353,761273.76062304,07/07/2020,0.135899779243315,761273.76062304,19999.0500257155,877936.271019495,ESTOQUE,STOCK,SWAPGREK,
236,GREK US Equity,610028.125,2020-04-17,VISTA MACRO MASTER FIM,Swap GREKxUSD 06APR20 07JUL20,Total Return Swap - Cetip,RV_Internacional_Grecia_,0.162170289354353,22171016.0,07/07/2020,0.135899779243315,22171016.0,582443.899999985,25568645.76,ESTOQUE,STOCK,SWAPGREK,
237,GREK US Equity,610028.125,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,Swap GREKxUSD 06APR20 07JUL20,Total Return Swap - Cetip,RV_Internacional_Grecia_,0.162170289354353,19079232.3451744,07/07/2020,0.135899779243315,19079232.3451744,501221.16623474704,22003057.1989348,ESTOQUE,STOCK,SWAPGREK,
238,GREK US 06/19/20 C11 Equity,610028.125,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,GREK US 06/19/20 C11,ETF Options,RV_Internacional_Grecia_,0.04,10301.0,06/19/2020,0.04,10301.0,0.0,329422.964834592,ESTOQUE,OPTION,BBG00QM0WCC2,BBG0029YL8G3
