,Ticker Bloomberg,volume_avg_90d,ValDate,Fund,Ticker Lote,ProductClass,Book,FinancialPU,Amount,Dt_Expiry,YesterdayPU,YestAmount,PL,EQUITY,Trade,Tipo,ISIN,Isin_Ativo_Objeto
239,GREK US 06/19/20 C11 Equity,610028.125,2020-04-17,VISTA HEDGE FIC FIM,GREK US 06/19/20 C11,ETF Options,RV_Internacional_Grecia_,0.04,282.96660204,06/19/2020,0.04,282.96660204,-8.1494381387511,47520.9116775092,ESTOQUE,OPTION,BBG00QM0WCC2,BBG0029YL8G3
240,GREK US 06/19/20 C11 Equity,610028.125,2020-04-17,VISTA HEDGE FIC FIM,GREK US 06/19/20 C11,ETF Options,RV_Internacional_Grecia_EB_,0.04,35.366533200000006,06/19/2020,0.04,35.366533200000006,-1.01855615615989,5939.39315954792,ESTOQUE,OPTION,BBG00QM0WCC2,BBG0029YL8G3
241,GREK US 06/19/20 C11 Equity,610028.125,2020-04-17,VISTA HEDGE FIC FIM,GREK US 06/19/20 C11,ETF Options,RV_Internacional_Grecia_KS_,0.04,35.366533200000006,06/19/2020,0.04,35.366533200000006,-1.01855615615989,5939.39315954792,ESTOQUE,OPTION,BBG00QM0WCC2,BBG0029YL8G3
242,GREK US 06/19/20 C11 Equity,610028.125,2020-04-17,VISTA MACRO MASTER FIM,GREK US 06/19/20 C11,ETF Options,RV_Internacional_Grecia_,0.04,8241.0,06/19/2020,0.04,8241.0,-237.340799999974,1383978.99367288,ESTOQUE,OPTION,BBG00QM0WCC2,BBG0029YL8G3
243,GREK US 06/19/20 C11 Equity,610028.125,2020-04-17,VISTA MACRO MASTER FIM,GREK US 06/19/20 C11,ETF Options,RV_Internacional_Grecia_EB_,0.04,1030.0,06/19/2020,0.04,1030.0,-29.6639999999967,172976.381929749,ESTOQUE,OPTION,BBG00QM0WCC2,BBG0029YL8G3
244,GREK US 06/19/20 C11 Equity,610028.125,2020-04-17,VISTA MACRO MASTER FIM,GREK US 06/19/20 C11,ETF Options,RV_Internacional_Grecia_KS_,0.04,1030.0,06/19/2020,0.04,1030.0,-29.6639999999967,172976.381929749,ESTOQUE,OPTION,BBG00QM0WCC2,BBG0029YL8G3
245,GREK US 06/19/20 C11 Equity,610028.125,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GREK US 06/19/20 C11,ETF Options,RV_Internacional_Grecia_,0.04,7091.779364399999,06/19/2020,0.04,7091.779364399999,-204.243245694697,1190980.90863881,ESTOQUE,OPTION,BBG00QM0WCC2,BBG0029YL8G3
246,GREK US 06/19/20 C11 Equity,610028.125,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GREK US 06/19/20 C11,ETF Options,RV_Internacional_Grecia_EB_,0.04,886.3648519999999,06/19/2020,0.04,886.3648519999999,-25.527307737597198,148854.548707435,ESTOQUE,OPTION,BBG00QM0WCC2,BBG0029YL8G3
247,GREK US 06/19/20 C11 Equity,610028.125,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GREK US 06/19/20 C11,ETF Options,RV_Internacional_Grecia_KS_,0.04,886.3648519999999,06/19/2020,0.04,886.3648519999999,-25.527307737597198,148854.548707435,ESTOQUE,OPTION,BBG00QM0WCC2,BBG0029YL8G3
248,GREK US 06/19/20 C9 Equity,610028.125,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,GREK US 06/19/20 C9,ETF Options,RV_Internacional_Grecia_,0.1,2000.0,06/19/2020,0.1,2000.0,0.0,150610.454427602,ESTOQUE,OPTION,BBG00QM0W9F6,BBG0029YL8G3
249,GREK US 06/19/20 C9 Equity,610028.125,2020-04-17,VISTA HEDGE FIC FIM,GREK US 06/19/20 C9,ETF Options,RV_Internacional_Grecia_,0.1,68.67288,06/19/2020,0.1,68.67288,-4.94444735999872,27157.230864651603,ESTOQUE,OPTION,BBG00QM0W9F6,BBG0029YL8G3
250,GREK US 06/19/20 C9 Equity,610028.125,2020-04-17,VISTA MACRO MASTER FIM,GREK US 06/19/20 C9,ETF Options,RV_Internacional_Grecia_,0.1,2000.0,06/19/2020,0.1,2000.0,-143.999999999963,790915.74038111,ESTOQUE,OPTION,BBG00QM0W9F6,BBG0029YL8G3
251,GREK US 06/19/20 C9 Equity,610028.125,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GREK US 06/19/20 C9,ETF Options,RV_Internacional_Grecia_,0.1,1721.0968,06/19/2020,0.1,1721.0968,-123.918969599968,680621.274919779,ESTOQUE,OPTION,BBG00QM0W9F6,BBG0029YL8G3
252,GREK US 06/19/20 P4 Equity,610028.125,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,GREK US 06/19/20 P4,ETF Options,RV_Internacional_Grecia_,0.15,4000.0,06/19/2020,0.125,4000.0,10000.0,-260631.33056236603,ESTOQUE,OPTION,BBG00QM0W4H5,BBG0029YL8G3
253,GREK US 06/19/20 P4 Equity,610028.125,2020-04-17,VISTA HEDGE FIC FIM,GREK US 06/19/20 P4,ETF Options,RV_Internacional_Grecia_,0.15,137.34576,06/19/2020,0.125,137.34576,1790.78269176,-46995.5770437296,ESTOQUE,OPTION,BBG00QM0W4H5,BBG0029YL8G3
254,GREK US 06/19/20 P4 Equity,610028.125,2020-04-17,VISTA MACRO MASTER FIM,GREK US 06/19/20 P4,ETF Options,RV_Internacional_Grecia_,0.15,4000.0,06/19/2020,0.125,4000.0,52154.000000000095,-1368679.36931521,ESTOQUE,OPTION,BBG00QM0W4H5,BBG0029YL8G3
255,GREK US 06/19/20 P4 Equity,610028.125,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GREK US 06/19/20 P4,ETF Options,RV_Internacional_Grecia_,0.15,3442.1936,06/19/2020,0.125,3442.1936,44881.0412536,-1177814.84137721,ESTOQUE,OPTION,BBG00QM0W4H5,BBG0029YL8G3
256,GREK US 09/18/20 C10 Equity,610028.125,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,GREK US 09/18/20 C10,ETF Options,RV_Internacional_Grecia_,0.075,4000.0,09/18/2020,0.1,4000.0,-10000.0,217603.35661064,ESTOQUE,OPTION,BBG00RG3NLY7,BBG0029YL8G3
257,GREK US 09/18/20 C10 Equity,610028.125,2020-04-17,VISTA HEDGE FIC FIM,GREK US 09/18/20 C10,ETF Options,RV_Internacional_Grecia_,0.075,137.34576,09/18/2020,0.1,137.34576,-1813.03270488,39237.014554251604,ESTOQUE,OPTION,BBG00RG3NLY7,BBG0029YL8G3
258,GREK US 09/18/20 C10 Equity,610028.125,2020-04-17,VISTA MACRO MASTER FIM,GREK US 09/18/20 C10,ETF Options,RV_Internacional_Grecia_,0.075,4000.0,09/18/2020,0.1,4000.0,-52802.0,1142722.26690512,ESTOQUE,OPTION,BBG00RG3NLY7,BBG0029YL8G3
259,GREK US 09/18/20 C10 Equity,610028.125,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GREK US 09/18/20 C10,ETF Options,RV_Internacional_Grecia_,0.075,3442.1936,09/18/2020,0.1,3442.1936,-45438.6766168,983367.818429573,ESTOQUE,OPTION,BBG00RG3NLY7,BBG0029YL8G3
260,GREK US 09/18/20 C12 Equity,610028.125,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,GREK US 09/18/20 C12,ETF Options,RV_Internacional_Grecia_,0.3,182.0,09/18/2020,0.3,182.0,0.0,21291.2998178313,ESTOQUE,OPTION,BBG00RG3NNW5,BBG0029YL8G3
261,GREK US 09/18/20 C12 Equity,610028.125,2020-04-17,VISTA HEDGE FIC FIM,GREK US 09/18/20 C12,ETF Options,RV_Internacional_Grecia_,0.3,6.24923208,09/18/2020,0.3,6.24923208,-1.3498341292798701,3839.1275476783203,ESTOQUE,OPTION,BBG00RG3NNW5,BBG0029YL8G3
262,GREK US 09/18/20 C12 Equity,610028.125,2020-04-17,VISTA MACRO MASTER FIM,GREK US 09/18/20 C12,ETF Options,RV_Internacional_Grecia_,0.3,182.0,09/18/2020,0.3,182.0,-39.311999999996296,111809.131863359,ESTOQUE,OPTION,BBG00RG3NNW5,BBG0029YL8G3
263,GREK US 09/18/20 C12 Equity,610028.125,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,GREK US 09/18/20 C12,ETF Options,RV_Internacional_Grecia_,0.3,156.61980880000002,09/18/2020,0.3,156.61980880000002,-33.8298787007968,96217.1695304028,ESTOQUE,OPTION,BBG00RG3NNW5,BBG0029YL8G3
264,HYG US 04/24/20 P73 Equity,35165756.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,HYG US 04/24/20 P73,ETF Options,RF_Credito_,0.08,-6200.0,04/24/2020,0.18,-6200.0,62000.0,,ESTOQUE,OPTION,BBG00SGZNYW8,BBG000R2T3H9
265,HYG US 04/24/20 P73 Equity,35165756.0,2020-04-17,VISTA HEDGE FIC FIM,HYG US 04/24/20 P73,ETF Options,RF_Credito_,0.08,-212.88592799999998,04/24/2020,0.18,-212.88592799999998,11207.081639260801,,ESTOQUE,OPTION,BBG00SGZNYW8,BBG000R2T3H9
266,HYG US 04/24/20 P73 Equity,35165756.0,2020-04-17,VISTA MACRO MASTER FIM,HYG US 04/24/20 P73,ETF Options,RF_Credito_,0.08,-6200.0,04/24/2020,0.18,-6200.0,326390.32,,ESTOQUE,OPTION,BBG00SGZNYW8,BBG000R2T3H9
267,HYG US 04/24/20 P73 Equity,35165756.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,HYG US 04/24/20 P73,ETF Options,RF_Credito_,0.08,-5335.400079999999,04/24/2020,0.18,-5335.400079999999,280874.667651488,,ESTOQUE,OPTION,BBG00SGZNYW8,BBG000R2T3H9
268,HYG US 04/24/20 P77 Equity,35165756.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,HYG US 04/24/20 P77,ETF Options,RF_Credito_,0.19,6200.0,04/24/2020,0.39,6200.0,-124000.0,,ESTOQUE,OPTION,BBG00SCSM2D0,BBG000R2T3H9
269,HYG US 04/24/20 P77 Equity,35165756.0,2020-04-17,VISTA HEDGE FIC FIM,HYG US 04/24/20 P77,ETF Options,RF_Credito_,0.19,212.88592799999998,04/24/2020,0.39,212.88592799999998,-22418.7616145664,,ESTOQUE,OPTION,BBG00SCSM2D0,BBG000R2T3H9
270,HYG US 04/24/20 P77 Equity,35165756.0,2020-04-17,VISTA MACRO MASTER FIM,HYG US 04/24/20 P77,ETF Options,RF_Credito_,0.19,6200.0,04/24/2020,0.39,6200.0,-652914.56,,ESTOQUE,OPTION,BBG00SCSM2D0,BBG000R2T3H9
271,HYG US 04/24/20 P77 Equity,35165756.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,HYG US 04/24/20 P77,ETF Options,RF_Credito_,0.19,5335.400079999999,04/24/2020,0.39,5335.400079999999,-561864.579944704,,ESTOQUE,OPTION,BBG00SCSM2D0,BBG000R2T3H9
272,KL US Equity,2183065.75,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,KL,US Equity,Comdty_gold_,34.54,12700.0,,36.73,12700.0,-27813.0,438658.0,ESTOQUE,STOCK,BBG009NRNMY4,
273,KL US Equity,2183065.75,2020-04-17,VISTA HEDGE FIC FIM,KL,US Equity,Comdty_gold_,34.54,436.072788,,36.73,436.072788,-5130.40594442133,79096.34574771661,ESTOQUE,STOCK,BBG009NRNMY4,
274,KL US Equity,2183065.75,2020-04-17,VISTA MACRO MASTER FIM,KL,US Equity,Comdty_gold_,34.54,12700.0,,36.73,12700.0,-149415.7794,2303568.6212,ESTOQUE,STOCK,BBG009NRNMY4,
275,KL US Equity,2183065.75,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,KL,US Equity,Comdty_gold_,34.54,10928.96468,,36.73,10928.96468,-128579.509897423,1982332.29126387,ESTOQUE,STOCK,BBG009NRNMY4,
276,LQD US 05/15/20 P117 Equity,16779230.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,LQD US 05/15/20 P117,ETF Options,RF_Credito_,0.125,-10000.0,05/15/2020,0.125,-10000.0,0.0,,ESTOQUE,OPTION,BBG00RWQ0S05,BBG000BBV9N3
277,LQD US 05/15/20 P117 Equity,16779230.0,2020-04-17,VISTA HEDGE FIC FIM,LQD US 05/15/20 P117,ETF Options,RF_Credito_,0.125,-343.3644,05/15/2020,0.125,-343.3644,30.902796000001196,,ESTOQUE,OPTION,BBG00RWQ0S05,BBG000BBV9N3
278,LQD US 05/15/20 P117 Equity,16779230.0,2020-04-17,VISTA MACRO MASTER FIM,LQD US 05/15/20 P117,ETF Options,RF_Credito_,0.125,-10000.0,05/15/2020,0.125,-10000.0,900.000000000034,,ESTOQUE,OPTION,BBG00RWQ0S05,BBG000BBV9N3
279,LQD US 05/15/20 P117 Equity,16779230.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,LQD US 05/15/20 P117,ETF Options,RF_Credito_,0.125,-8605.484,05/15/2020,0.125,-8605.484,774.493560000029,,ESTOQUE,OPTION,BBG00RWQ0S05,BBG000BBV9N3
280,LQD US 05/15/20 P122 Equity,16779230.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,LQD US 05/15/20 P122,ETF Options,RF_Credito_,0.3,10000.0,05/15/2020,0.275,10000.0,25000.0,,ESTOQUE,OPTION,BBG00RWQ0YK0,BBG000BBV9N3
281,LQD US 05/15/20 P122 Equity,16779230.0,2020-04-17,VISTA HEDGE FIC FIM,LQD US 05/15/20 P122,ETF Options,RF_Credito_,0.3,343.3644,05/15/2020,0.275,343.3644,4439.87337420001,,ESTOQUE,OPTION,BBG00RWQ0YK0,BBG000BBV9N3
282,LQD US 05/15/20 P122 Equity,16779230.0,2020-04-17,VISTA MACRO MASTER FIM,LQD US 05/15/20 P122,ETF Options,RF_Credito_,0.3,10000.0,05/15/2020,0.275,10000.0,129305.0,,ESTOQUE,OPTION,BBG00RWQ0YK0,BBG000BBV9N3
283,LQD US 05/15/20 P122 Equity,16779230.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,LQD US 05/15/20 P122,ETF Options,RF_Credito_,0.3,8605.484,05/15/2020,0.275,8605.484,111273.21086199999,,ESTOQUE,OPTION,BBG00RWQ0YK0,BBG000BBV9N3
284,LQD US 05/15/20 P125 Equity,16779230.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,LQD US 05/15/20 P125,ETF Options,RF_Credito_,0.5,1319.0,05/15/2020,,0.0,0.0,,ESTOQUE,OPTION,BBG00RWQ11W8,BBG000BBV9N3
285,LQD US 05/15/20 P125 Equity,16779230.0,2020-04-17,VISTA HEDGE FIC FIM,LQD US 05/15/20 P125,ETF Options,RF_Credito_,0.5,45.28976436,05/15/2020,,0.0,0.0,,ESTOQUE,OPTION,BBG00RWQ11W8,BBG000BBV9N3
286,LQD US 05/15/20 P125 Equity,16779230.0,2020-04-17,VISTA MACRO MASTER FIM,LQD US 05/15/20 P125,ETF Options,RF_Credito_,0.5,1319.0,05/15/2020,,0.0,0.0,,ESTOQUE,OPTION,BBG00RWQ11W8,BBG000BBV9N3
287,LQD US 05/15/20 P125 Equity,16779230.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,LQD US 05/15/20 P125,ETF Options,RF_Credito_,0.5,1135.0633396,05/15/2020,,0.0,0.0,,ESTOQUE,OPTION,BBG00RWQ11W8,BBG000BBV9N3
288,MELI US Equity,640357.5625,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,MELI,US Equity,RV_Brasil_Basket_,597.5,3900.0,,612.71,3100.0,-48537.54,2330250.0,ESTOQUE,STOCK,BBG000GQPB11,
289,MELI US Equity,640357.5625,2020-04-17,VISTA HEDGE FIC FIM,MELI,US Equity,RV_Brasil_Basket_,597.5,133.912116,,612.71,106.44296399999999,-9221.59089414083,420177.58636253397,ESTOQUE,STOCK,BBG000GQPB11,
290,MELI US Equity,640357.5625,2020-04-17,VISTA MACRO MASTER FIM,MELI,US Equity,RV_Brasil_Basket_,597.5,3900.0,,612.71,3100.0,-268565.724755998,12237074.85,ESTOQUE,STOCK,BBG000GQPB11,
291,MELI US Equity,640357.5625,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,MELI,US Equity,RV_Brasil_Basket_,597.5,3356.1387600000003,,612.71,2667.7000399999997,-231113.80473361397,10530595.1828477,ESTOQUE,STOCK,BBG000GQPB11,
292,NEM US Equity,8997347.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,NEM,US Equity,Comdty_gold_,59.23,7800.0,,59.9,7800.0,-5194.69349999996,461994.0,ESTOQUE,STOCK,BBG000BPWXK1,
293,NEM US Equity,8997347.0,2020-04-17,VISTA HEDGE FIC FIM,NEM,US Equity,Comdty_gold_,59.23,276.4274901,,59.9,267.824232,-1017.9913384328399,85980.1231731048,ESTOQUE,STOCK,BBG000BPWXK1,
294,NEM US Equity,8997347.0,2020-04-17,VISTA MACRO MASTER FIM,NEM,US Equity,Comdty_gold_,59.23,7800.0,,59.9,7800.0,-30643.3974458989,2426115.2916,ESTOQUE,STOCK,BBG000BPWXK1,
295,NEM US Equity,8997347.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,NEM,US Equity,Comdty_gold_,59.23,6890.9393867,,59.9,6712.277520000001,-25660.031106792598,2143360.69481559,ESTOQUE,STOCK,BBG000BPWXK1,
296,NG US Equity,3006451.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,NG,US Equity,Comdty_gold_,11.27,40000.0,,,0.0,-215.999999999994,450800.0,ESTOQUE,STOCK,BBG000D25424,
297,NG US Equity,3006451.0,2020-04-17,VISTA HEDGE FIC FIM,NG,US Equity,Comdty_gold_,11.27,1373.4576,,,0.0,-38.947906299451,81285.7229620128,ESTOQUE,STOCK,BBG000D25424,
298,NG US Equity,3006451.0,2020-04-17,VISTA MACRO MASTER FIM,NG,US Equity,Comdty_gold_,11.27,40000.0,,,0.0,-1134.30239999985,2367331.12,ESTOQUE,STOCK,BBG000D25424,
299,NG US Equity,3006451.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,NG,US Equity,Comdty_gold_,11.27,34421.936,,,0.0,-976.1221154360339,2037203.00758621,ESTOQUE,STOCK,BBG000D25424,
300,OATM0 Comdty,95892.55,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,OATM0,Euro-OAT Futures - EUREX,RF_Europa_Spreads-GER/FRA,166.9,-225.0,06/08/2020,166.52,-225.0,-92964.1499999961,,ESTOQUE,FUTURE,BBG00Q6W87V7,
301,OATM0 Comdty,95892.55,2020-04-17,VISTA HEDGE FIC FIM,OATM0,Euro-OAT Futures - EUREX,RF_Europa_Spreads-GER/FRA,166.9,-7.7256990000000005,06/08/2020,166.52,-7.7256990000000005,-16762.773163926002,,ESTOQUE,FUTURE,BBG00Q6W87V7,
302,OATM0 Comdty,95892.55,2020-04-17,VISTA MACRO MASTER FIM,OATM0,Euro-OAT Futures - EUREX,RF_Europa_Spreads-GER/FRA,166.9,-225.0,06/08/2020,166.52,-225.0,-488191.937309925,,ESTOQUE,FUTURE,BBG00Q6W87V7,
303,OATM0 Comdty,95892.55,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,OATM0,Euro-OAT Futures - EUREX,RF_Europa_Spreads-GER/FRA,166.9,-193.62339,06/08/2020,166.52,-193.62339,-420112.79054495704,,ESTOQUE,FUTURE,BBG00Q6W87V7,
304,RXM0 Comdty,261640.23333333334,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,RXM0,Euro-Bund Futures - EUREX,RF_Europa_Spreads-GER/FRA,172.85,220.0,06/08/2020,172.67,220.0,43057.0799999958,,ESTOQUE,FUTURE,BBG00Q6W87M7,
305,RXM0 Comdty,261640.23333333334,2020-04-17,VISTA HEDGE FIC FIM,RXM0,Euro-Bund Futures - EUREX,RF_Europa_Spreads-GER/FRA,172.85,7.5540168,06/08/2020,172.67,7.5540168,7763.81072855396,,ESTOQUE,FUTURE,BBG00Q6W87M7,
306,RXM0 Comdty,261640.23333333334,2020-04-17,VISTA MACRO MASTER FIM,RXM0,Euro-Bund Futures - EUREX,RF_Europa_Spreads-GER/FRA,172.85,220.0,06/08/2020,172.67,220.0,226109.949911929,,ESTOQUE,FUTURE,BBG00Q6W87M7,
307,RXM0 Comdty,261640.23333333334,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,RXM0,Euro-Bund Futures - EUREX,RF_Europa_Spreads-GER/FRA,172.85,189.320648,06/08/2020,172.67,189.320648,194578.555620791,,ESTOQUE,FUTURE,BBG00Q6W87M7,
308,TCEHY US Equity,4840335.5,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,TCEHY,ADR,RV_Internacional_China_,52.35,17000.0,,53.11,17000.0,-12920.0,889950.0,ESTOQUE,STOCK,BBG000SGZ3Z0,
309,TCEHY US Equity,4840335.5,2020-04-17,VISTA HEDGE FIC FIM,TCEHY,ADR,RV_Internacional_China_,52.35,583.71948,,53.11,583.71948,-2552.87146212287,160470.78338518902,ESTOQUE,STOCK,BBG000SGZ3Z0,
310,TCEHY US Equity,4840335.5,2020-04-17,VISTA MACRO MASTER FIM,TCEHY,ADR,RV_Internacional_China_,52.35,17000.0,,53.11,17000.0,-74348.7519999996,4673483.43,ESTOQUE,STOCK,BBG000SGZ3Z0,
311,TCEHY US Equity,4840335.5,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,TCEHY,ADR,RV_Internacional_China_,52.35,14629.3228,,53.11,14629.3228,-63980.699575596394,4021758.68811301,ESTOQUE,STOCK,BBG000SGZ3Z0,
312,TYM0C 143.5 Comdty,938311.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,TYM0C 143.5,US Treasury Bond Future Options,RF_EUA_,0.125,2200.0,05/22/2020,0.125,2200.0,0.0,,ESTOQUE,OPTION,BBG00QB3V339,BBG00Q7B24P2
313,TYM0C 143.5 Comdty,938311.0,2020-04-17,VISTA HEDGE FIC FIM,TYM0C 143.5,US Treasury Bond Future Options,RF_EUA_,0.125,75.54016800000001,05/22/2020,0.125,75.54016800000001,-67.98615119999829,,ESTOQUE,OPTION,BBG00QB3V339,BBG00Q7B24P2
314,TYM0C 143.5 Comdty,938311.0,2020-04-17,VISTA MACRO MASTER FIM,TYM0C 143.5,US Treasury Bond Future Options,RF_EUA_,0.125,2200.0,05/22/2020,0.125,2200.0,-1979.99999999995,,ESTOQUE,OPTION,BBG00QB3V339,BBG00Q7B24P2
315,TYM0C 143.5 Comdty,938311.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,TYM0C 143.5,US Treasury Bond Future Options,RF_EUA_,0.125,1893.20648,05/22/2020,0.125,1893.20648,-1703.88583199996,,ESTOQUE,OPTION,BBG00QB3V339,BBG00Q7B24P2
316,TYM0C 145.5 Comdty,938311.0,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,TYM0C 145.5,US Treasury Bond Future Options,RF_EUA_,0.0625,-2200.0,05/22/2020,0.078125,-2200.0,34375.0,,ESTOQUE,OPTION,BBG00QB3V3H4,BBG00Q7B24P2
317,TYM0C 145.5 Comdty,938311.0,2020-04-17,VISTA HEDGE FIC FIM,TYM0C 145.5,US Treasury Bond Future Options,RF_EUA_,0.0625,-75.54016800000001,05/22/2020,0.078125,-75.54016800000001,6240.798191925,,ESTOQUE,OPTION,BBG00QB3V3H4,BBG00Q7B24P2
318,TYM0C 145.5 Comdty,938311.0,2020-04-17,VISTA MACRO MASTER FIM,TYM0C 145.5,US Treasury Bond Future Options,RF_EUA_,0.0625,-2200.0,05/22/2020,0.078125,-2200.0,181754.375,,ESTOQUE,OPTION,BBG00QB3V3H4,BBG00Q7B24P2
319,TYM0C 145.5 Comdty,938311.0,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,TYM0C 145.5,US Treasury Bond Future Options,RF_EUA_,0.0625,-1893.20648,05/22/2020,0.078125,-1893.20648,156408.43659925,,ESTOQUE,OPTION,BBG00QB3V3H4,BBG00Q7B24P2
320,UEAK0C 1.105 Curncy,63637.833333333336,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,UEAK0C 1.105,EUR/USD Options - CME,FX_USDEUR_,0.0024,100.0,05/08/2020,0.0029,100.0,-6250.0,,ESTOQUE,OPTION,BBG00Q97SK20,BBG009CHXQQ7
321,UEAK0C 1.105 Curncy,63637.833333333336,2020-04-17,VISTA HEDGE FIC FIM,UEAK0C 1.105,EUR/USD Options - CME,FX_USDEUR_,0.0024,3.433644,05/08/2020,0.0029,3.433644,-1135.92669219,,ESTOQUE,OPTION,BBG00Q97SK20,BBG009CHXQQ7
322,UEAK0C 1.105 Curncy,63637.833333333336,2020-04-17,VISTA MACRO MASTER FIM,UEAK0C 1.105,EUR/USD Options - CME,FX_USDEUR_,0.0024,100.0,05/08/2020,0.0029,100.0,-33082.25,,ESTOQUE,OPTION,BBG00Q97SK20,BBG009CHXQQ7
323,UEAK0C 1.105 Curncy,63637.833333333336,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,UEAK0C 1.105,EUR/USD Options - CME,FX_USDEUR_,0.0024,86.05484,05/08/2020,0.0029,86.05484,-28468.8773059,,ESTOQUE,OPTION,BBG00Q97SK20,BBG009CHXQQ7
324,UEAK0P 1.0675 Curncy,63637.833333333336,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,UEAK0P 1.0675,EUR/USD Options - CME,FX_USDEUR_,0.0025,250.0,05/08/2020,0.0035,250.0,-31250.0,,ESTOQUE,OPTION,BBG00T17T613,BBG009CHXQQ7
325,UEAK0P 1.0675 Curncy,63637.833333333336,2020-04-17,VISTA HEDGE FIC FIM,UEAK0P 1.0675,EUR/USD Options - CME,FX_USDEUR_,0.0025,8.58411,05/08/2020,0.0035,8.58411,-5661.86435325,,ESTOQUE,OPTION,BBG00T17T613,BBG009CHXQQ7
326,UEAK0P 1.0675 Curncy,63637.833333333336,2020-04-17,VISTA MACRO MASTER FIM,UEAK0P 1.0675,EUR/USD Options - CME,FX_USDEUR_,0.0025,250.0,05/08/2020,0.0035,250.0,-164893.75,,ESTOQUE,OPTION,BBG00T17T613,BBG009CHXQQ7
327,UEAK0P 1.0675 Curncy,63637.833333333336,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,UEAK0P 1.0675,EUR/USD Options - CME,FX_USDEUR_,0.0025,215.1371,05/08/2020,0.0035,215.1371,-141899.05273250001,,ESTOQUE,OPTION,BBG00T17T613,BBG009CHXQQ7
328,VGM0 Index,499374.14444444445,2020-04-17,VISTA FUND SEGREGATED PORTFOLIO,VGM0,DJ Euro STOXX 50 Future - EUREX,RV_Internacional_Europa_,2843.0,-223.0,06/19/2020,,0.0,-7274.036999999929,-6893362.397000001,ESTOQUE,FUTURE,BBG00L5DQKV2,
329,VGM0 Index,499374.14444444445,2020-04-17,VISTA HEDGE FIC FIM,VGM0,DJ Euro STOXX 50 Future - EUREX,RV_Internacional_Europa_,2843.0,-7.65702612,06/19/2020,,0.0,-1311.61347914252,-1242972.37373403,ESTOQUE,FUTURE,BBG00L5DQKV2,
330,VGM0 Index,499374.14444444445,2020-04-17,VISTA MACRO MASTER FIM,VGM0,DJ Euro STOXX 50 Future - EUREX,RV_Internacional_Europa_,2843.0,-223.0,06/19/2020,,0.0,-38198.8779018012,-36199803.2916058,ESTOQUE,FUTURE,BBG00L5DQKV2,
331,VGM0 Index,499374.14444444445,2020-04-17,VISTA MULTIESTRATEGIA FIC FIM,VGM0,DJ Euro STOXX 50 Future - EUREX,RV_Internacional_Europa_,2843.0,-191.90229319999997,06/19/2020,,0.0,-32871.9832601904,-31151682.802906103,ESTOQUE,FUTURE,BBG00L5DQKV2,
