,Ticker Bloomberg,volume_avg_90d,ValDate,Fund,Ticker Lote,ProductClass,Book,FinancialPU,Amount,Dt_Expiry,YesterdayPU,YestAmount,PL,EQUITY,Trade,Tipo,ISIN,Isin_Ativo_Objeto
25,CRFB3 BZ Equity,4134291.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,CRFB3,Equity,RV_Brasil_Long_,20.7,6199.0,,20.0,6199.0,4339.3,128319.3,ESTOQUE,STOCK,BBG000BPWJV0,
26,CRFB3 BZ Equity,4134291.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,CRFB3,Equity,RV_Brasil_Long_,20.7,63142.0,,20.0,63142.0,44199.4,1307039.4,ESTOQUE,STOCK,BBG000BPWJV0,
27,CRFB3 BZ Equity,4134291.0,2020-04-13,VISTA FIA,CRFB3,Equity,RV_Brasil_Long_,20.7,309780.0,,20.0,309780.0,216846.0,6412446.0,ESTOQUE,STOCK,BBG000BPWJV0,
28,CRFB3 BZ Equity,4134291.0,2020-04-13,VISTA LONG BIASED MASTER FIM,CRFB3,Equity,RV_Brasil_Long_,20.7,29979.0,,20.0,29979.0,20985.3,620565.3,ESTOQUE,STOCK,BBG000BPWJV0,
29,CSAN3 BZ Equity,2060813.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,CSAN3,Equity,RV_Brasil_Long_,53.6,2300.0,,51.57,2300.0,4669.0,123280.0,ESTOQUE,STOCK,BBG000QC7H36,
30,CSAN3 BZ Equity,2060813.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,CSAN3,Equity,RV_Brasil_Long_,53.6,23423.0,,51.57,23423.0,47548.69,1255472.8,ESTOQUE,STOCK,BBG000QC7H36,
31,CSAN3 BZ Equity,2060813.0,2020-04-13,VISTA FIA,CSAN3,Equity,RV_Brasil_Long_,53.6,114858.0,,51.57,114858.0,233161.74,6156388.8,ESTOQUE,STOCK,BBG000QC7H36,
32,CSAN3 BZ Equity,2060813.0,2020-04-13,VISTA LONG BIASED MASTER FIM,CSAN3,Equity,RV_Brasil_Long_,53.6,11119.0,,51.57,11119.0,22571.57,595978.4,ESTOQUE,STOCK,BBG000QC7H36,
33,CYRE3 BZ Equity,5987010.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,CYRE3,Equity,RV_Brasil_Long_,14.28,9702.0,,14.6,8181.0,-2619.82125,138544.56,ESTOQUE,STOCK,BBG000BHPKD3,
34,CYRE3 BZ Equity,5987010.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,CYRE3,Equity,RV_Brasil_Long_,14.28,98808.0,,14.6,83323.0,-26682.71625,1410978.24,ESTOQUE,STOCK,BBG000BHPKD3,
35,CYRE3 BZ Equity,5987010.0,2020-04-13,VISTA FIA,CYRE3,Equity,RV_Brasil_Long_,14.28,483578.0,,14.6,407937.0,-130634.39125,6905493.84,ESTOQUE,STOCK,BBG000BHPKD3,
36,CYRE3 BZ Equity,5987010.0,2020-04-13,VISTA LONG BIASED MASTER FIM,CYRE3,Equity,RV_Brasil_Long_,14.28,46912.0,,14.6,39559.0,-12668.07125,669903.36,ESTOQUE,STOCK,BBG000BHPKD3,
37,EQTL3 BZ Equity,8781380.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,EQTL3,Equity,RV_Brasil_Long_,18.49,22738.9999999999,,18.33,22738.9999999999,3638.23999999998,420444.10999999795,ESTOQUE,STOCK,BBG000N4TY45,
38,EQTL3 BZ Equity,8781380.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,EQTL3,Equity,RV_Brasil_Long_,18.49,231587.0,,18.33,231587.0,37053.92,4282043.63,ESTOQUE,STOCK,BBG000N4TY45,
39,EQTL3 BZ Equity,8781380.0,2020-04-13,VISTA FIA,EQTL3,Equity,RV_Brasil_Long_,18.49,1133823.0,,18.33,1133823.0,181411.68,20964387.27,ESTOQUE,STOCK,BBG000N4TY45,
40,EQTL3 BZ Equity,8781380.0,2020-04-13,VISTA HEDGE FIC FIM,EQTL3,Equity,RV_Brasil_EQTL/RAIL_,18.49,130939.11280799999,,18.33,125708.243808,24279.70616778,2421064.19581992,ESTOQUE,STOCK,BBG000N4TY45,
41,EQTL3 BZ Equity,8781380.0,2020-04-13,VISTA LONG BIASED MASTER FIM,EQTL3,Equity,RV_Brasil_Long_,18.49,109951.0,,18.33,109951.0,17592.16,2032993.99,ESTOQUE,STOCK,BBG000N4TY45,
42,EQTL3 BZ Equity,8781380.0,2020-04-13,VISTA MACRO MASTER FIM,EQTL3,Equity,RV_Brasil_EQTL/RAIL_,18.49,3754800.0,,18.33,3604800.0,696243.0,69426252.0,ESTOQUE,STOCK,BBG000N4TY45,
43,EQTL3 BZ Equity,8781380.0,2020-04-13,VISTA MULTIESTRATEGIA FIC FIM,EQTL3,Equity,RV_Brasil_EQTL/RAIL_,18.49,3225828.4695,,18.33,3096960.2819999997,598157.15646375,59645568.40105501,ESTOQUE,STOCK,BBG000N4TY45,
44,GNDI3 BZ Equity,5071176.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,GNDI3,Equity,RV_Brasil_Long_,51.0,3252.0,,52.15,3252.0,-3739.8,165852.0,ESTOQUE,STOCK,BBG00KHH9QB0,
45,GNDI3 BZ Equity,5071176.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,GNDI3,Equity,RV_Brasil_Long_,51.0,33119.0,,52.15,33119.0,-38086.85,1689069.0,ESTOQUE,STOCK,BBG00KHH9QB0,
46,GNDI3 BZ Equity,5071176.0,2020-04-13,VISTA FIA,GNDI3,Equity,RV_Brasil_Long_,51.0,162406.0,,52.15,162406.0,-186766.9,8282706.0,ESTOQUE,STOCK,BBG00KHH9QB0,
47,GNDI3 BZ Equity,5071176.0,2020-04-13,VISTA LONG BIASED MASTER FIM,GNDI3,Equity,RV_Brasil_Long_,51.0,15723.0,,52.15,15723.0,-18081.45,801873.0,ESTOQUE,STOCK,BBG00KHH9QB0,
48,HAPV3 BZ Equity,3212940.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,HAPV3,Equity,RV_Brasil_Long_,49.09,2954.0,,48.86,2954.0,679.420000000012,145011.86,ESTOQUE,STOCK,BBG00K6RD2X4,
49,HAPV3 BZ Equity,3212940.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,HAPV3,Equity,RV_Brasil_Long_,49.09,30086.0,,48.86,30086.0,6919.780000000121,1476921.74,ESTOQUE,STOCK,BBG00K6RD2X4,
50,HAPV3 BZ Equity,3212940.0,2020-04-13,VISTA FIA,HAPV3,Equity,RV_Brasil_Long_,49.09,147373.0,,48.86,147373.0,33895.7900000006,7234540.57,ESTOQUE,STOCK,BBG00K6RD2X4,
51,HAPV3 BZ Equity,3212940.0,2020-04-13,VISTA LONG BIASED MASTER FIM,HAPV3,Equity,RV_Brasil_Long_,49.09,14287.0,,48.86,14287.0,3286.0100000000602,701348.83,ESTOQUE,STOCK,BBG00K6RD2X4,
52,ITUB4 BZ Equity,34829940.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,ITUB4,Equity,RV_Brasil_Long_,24.0,10933.0,,23.5,10933.0,5466.5,262392.0,ESTOQUE,STOCK,BBG000BF0HQ7,
53,ITUB4 BZ Equity,34829940.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,ITUB4,Equity,RV_Brasil_Long_,24.0,111355.0,,23.5,111355.0,55677.5,2672520.0,ESTOQUE,STOCK,BBG000BF0HQ7,
54,ITUB4 BZ Equity,34829940.0,2020-04-13,VISTA FIA,ITUB4,Equity,RV_Brasil_Long_,24.0,545841.0,,23.5,545841.0,272920.5,13100184.0,ESTOQUE,STOCK,BBG000BF0HQ7,
55,ITUB4 BZ Equity,34829940.0,2020-04-13,VISTA HEDGE FIC FIM,ITUB4,Equity,RV_Brasil_Bancos_,24.0,-33805.362724,,23.5,-33805.362724,-16902.681362,-811328.705376,ESTOQUE,STOCK,BBG000BF0HQ7,
56,ITUB4 BZ Equity,34829940.0,2020-04-13,VISTA LONG BIASED MASTER FIM,ITUB4,Equity,RV_Brasil_Long_,24.0,52871.0,,23.5,52871.0,26435.5,1268904.0,ESTOQUE,STOCK,BBG000BF0HQ7,
57,ITUB4 BZ Equity,34829940.0,2020-04-13,VISTA MACRO MASTER FIM,ITUB4,Equity,RV_Brasil_Bancos_,24.0,-969400.0,,23.5,-969400.0,-484700.0,-23265600.0,ESTOQUE,STOCK,BBG000BF0HQ7,
58,ITUB4 BZ Equity,34829940.0,2020-04-13,VISTA MULTIESTRATEGIA FIC FIM,ITUB4,Equity,RV_Brasil_Bancos_,24.0,-832832.13975,,23.5,-832832.13975,-416416.069875,-19987971.354000002,ESTOQUE,STOCK,BBG000BF0HQ7,
59,LCAM3 BZ Equity,4647634.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,LCAM3,Equity,RV_Brasil_Long_,12.35,11852.0,,12.33,11852.0,237.039999999995,146372.2,ESTOQUE,STOCK,BBG000BSDXK6,
60,LCAM3 BZ Equity,4647634.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,LCAM3,Equity,RV_Brasil_Long_,12.35,120710.0,,12.33,120710.0,2414.19999999995,1490768.5,ESTOQUE,STOCK,BBG000BSDXK6,
61,LCAM3 BZ Equity,4647634.0,2020-04-13,VISTA FIA,LCAM3,Equity,RV_Brasil_Long_,12.35,592230.0,,12.33,592230.0,11844.5999999997,7314040.5,ESTOQUE,STOCK,BBG000BSDXK6,
62,LCAM3 BZ Equity,4647634.0,2020-04-13,VISTA LONG BIASED MASTER FIM,LCAM3,Equity,RV_Brasil_Long_,12.35,57308.0,,12.33,57308.0,1146.15999999998,707753.8,ESTOQUE,STOCK,BBG000BSDXK6,
63,LREN3 BZ Equity,6859180.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,LREN3,Equity,RV_Brasil_Long_,36.04,9928.0,,36.58,9162.0,-4768.38919999999,357805.12,ESTOQUE,STOCK,BBG000BYWZK7,
64,LREN3 BZ Equity,6859180.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,LREN3,Equity,RV_Brasil_Long_,36.04,101112.0,,36.58,93316.0,-48567.935199999905,3644076.48,ESTOQUE,STOCK,BBG000BYWZK7,
65,LREN3 BZ Equity,6859180.0,2020-04-13,VISTA FIA,LREN3,Equity,RV_Brasil_Long_,36.04,494854.0,,36.58,457119.0,-238021.81699999998,17834538.16,ESTOQUE,STOCK,BBG000BYWZK7,
66,LREN3 BZ Equity,6859180.0,2020-04-13,VISTA LONG BIASED MASTER FIM,LREN3,Equity,RV_Brasil_Long_,36.04,48006.0,,36.58,44303.0,-23057.8586,1730136.24,ESTOQUE,STOCK,BBG000BYWZK7,
67,MGLU3 BZ Equity,13450020.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,MGLU3,Equity,RV_Brasil_Long_,41.91,4250.99999999999,,41.65,3490.9999999999895,1083.17439999999,178159.40999999898,ESTOQUE,STOCK,BBG000PWYLV3,
68,MGLU3 BZ Equity,13450020.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,MGLU3,Equity,RV_Brasil_Long_,41.91,43296.0,,41.65,35555.0,11032.0065399999,1814535.36,ESTOQUE,STOCK,BBG000PWYLV3,
69,MGLU3 BZ Equity,13450020.0,2020-04-13,VISTA FIA,MGLU3,Equity,RV_Brasil_Long_,41.91,211897.0,,41.65,174073.0,53994.0545599995,8880603.27,ESTOQUE,STOCK,BBG000PWYLV3,
70,MGLU3 BZ Equity,13450020.0,2020-04-13,VISTA LONG BIASED MASTER FIM,MGLU3,Equity,RV_Brasil_Long_,41.91,20556.0,,41.65,16881.0,5237.76449999995,861501.96,ESTOQUE,STOCK,BBG000PWYLV3,
71,NTCO3 BZ Equity,8963750.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,NTCO3,Equity,RV_Brasil_Long_,28.26,21895.0,,28.98,18853.0,-12679.03629,618752.7,ESTOQUE,STOCK,BBG00PSSP219,
72,NTCO3 BZ Equity,8963750.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,NTCO3,Equity,RV_Brasil_Long_,28.26,222991.0,,28.98,192013.0,-129133.92860999999,6301725.66,ESTOQUE,STOCK,BBG00PSSP219,
73,NTCO3 BZ Equity,8963750.0,2020-04-13,VISTA FIA,NTCO3,Equity,RV_Brasil_Long_,28.26,1091343.0,,28.98,940072.0,-632339.591894998,30841353.18,ESTOQUE,STOCK,BBG00PSSP219,
74,NTCO3 BZ Equity,8963750.0,2020-04-13,VISTA HEDGE FIC FIM,NTCO3,Equity,RV_Brasil_Basket_,28.26,39050.180708,,28.98,39050.180708,-28116.13010976,1103558.10680808,ESTOQUE,STOCK,BBG00PSSP219,
75,NTCO3 BZ Equity,8963750.0,2020-04-13,VISTA LONG BIASED MASTER FIM,NTCO3,Equity,RV_Brasil_Long_,28.26,105871.0,,28.98,91162.0,-61308.4432049999,2991914.46,ESTOQUE,STOCK,BBG00PSSP219,
76,NTCO3 BZ Equity,8963750.0,2020-04-13,VISTA MACRO MASTER FIM,NTCO3,Equity,RV_Brasil_Basket_,28.26,1119800.0,,28.98,1119800.0,-806255.9999999991,31645548.0,ESTOQUE,STOCK,BBG00PSSP219,
77,NTCO3 BZ Equity,8963750.0,2020-04-13,VISTA MULTIESTRATEGIA FIC FIM,NTCO3,Equity,RV_Brasil_Basket_,28.26,962043.97575,,28.98,962043.97575,-692671.662539999,27187362.754695002,ESTOQUE,STOCK,BBG00PSSP219,
78,PETR3 BZ Equity,27885590.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,PETR3,Equity,RV_Brasil_Long_,17.3,24152.0,,16.86,20351.0,9680.583040000029,417829.6,ESTOQUE,STOCK,BBG000BFTB25,
79,PETR3 BZ Equity,27885590.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,PETR3,Equity,RV_Brasil_Long_,17.3,245984.0,,16.86,207271.0,98594.9715200003,4255523.2,ESTOQUE,STOCK,BBG000BFTB25,
80,PETR3 BZ Equity,27885590.0,2020-04-13,VISTA FIA,PETR3,Equity,RV_Brasil_Long_,17.3,1203876.0,,16.86,1014772.0,482626.108160001,20827054.8,ESTOQUE,STOCK,BBG000BFTB25,
81,PETR3 BZ Equity,27885590.0,2020-04-13,VISTA HEDGE FIC FIM,PETR3,Equity,RV_Brasil_Petro_,17.3,123804.90494119999,,16.86,119620.2097412,52632.892286128204,2141824.85548276,ESTOQUE,STOCK,BBG000BFTB25,
82,PETR3 BZ Equity,27885590.0,2020-04-13,VISTA HEDGE FIC FIM,PETR3,Equity,RV_Brasil_Spreads-PETR3/PETR4,17.3,242083.91987079996,,16.86,246268.61507079998,108358.19063115199,4188051.81376484,ESTOQUE,STOCK,BBG000BFTB25,
83,PETR3 BZ Equity,27885590.0,2020-04-13,VISTA LONG BIASED MASTER FIM,PETR3,Equity,RV_Brasil_Long_,17.3,116788.0,,16.86,98406.0,46810.337280000094,2020432.4,ESTOQUE,STOCK,BBG000BFTB25,
84,PETR3 BZ Equity,27885590.0,2020-04-13,VISTA MACRO MASTER FIM,PETR3,Equity,RV_Brasil_Petro_,17.3,3550220.0,,16.86,3430220.0,1509296.8,61418806.0,ESTOQUE,STOCK,BBG000BFTB25,
85,PETR3 BZ Equity,27885590.0,2020-04-13,VISTA MACRO MASTER FIM,PETR3,Equity,RV_Brasil_Spreads-PETR3/PETR4,17.3,6941980.0,,16.86,7061980.0,3107271.20000001,120096254.0,ESTOQUE,STOCK,BBG000BFTB25,
86,PETR3 BZ Equity,27885590.0,2020-04-13,VISTA MULTIESTRATEGIA FIC FIM,PETR3,Equity,RV_Brasil_Petro_,17.3,3050069.444175,,16.86,2946974.894175,1296668.953437,52766201.3842275,ESTOQUE,STOCK,BBG000BFTB25,
87,PETR3 BZ Equity,27885590.0,2020-04-13,VISTA MULTIESTRATEGIA FIC FIM,PETR3,Equity,RV_Brasil_Spreads-PETR3/PETR4,17.3,5964002.535075,,16.86,6067097.085075,2669522.71743301,103177243.856797,ESTOQUE,STOCK,BBG000BFTB25,
88,SMAL11 BZ Equity,821800.6,2020-04-13,BRAZIL OPPORTUNITIES FIM,SMAL11,Equity,RV_Brasil_Ações,83.37,-13283.0,,83.27,-13283.0,-1328.30000000011,-1107403.71,ESTOQUE,STOCK,BBG000DR8C64,
89,SMAL11 BZ Equity,821800.6,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,SMAL11,Equity,RV_Brasil_Ações,83.37,-135280.0,,83.27,-135280.0,-13528.0000000012,-11278293.6,ESTOQUE,STOCK,BBG000DR8C64,
90,SMAL11 BZ Equity,821800.6,2020-04-13,VISTA HEDGE FIC FIM,SMAL11,Equity,RV_Brasil_Basket_,83.37,-21795.2875,,83.27,-21795.2875,-2179.52875000019,-1817073.118875,ESTOQUE,STOCK,BBG000DR8C64,
91,SMAL11 BZ Equity,821800.6,2020-04-13,VISTA LONG BIASED MASTER FIM,SMAL11,Equity,RV_Brasil_Ações,83.37,-64227.0,,83.27,-64227.0,-6422.700000000551,-5354604.99,ESTOQUE,STOCK,BBG000DR8C64,
92,SMAL11 BZ Equity,821800.6,2020-04-13,VISTA MACRO MASTER FIM,SMAL11,Equity,RV_Brasil_Basket_,83.37,-625000.0,,83.27,-625000.0,-62500.000000005304,-52106250.0,ESTOQUE,STOCK,BBG000DR8C64,
93,SMAL11 BZ Equity,821800.6,2020-04-13,VISTA MULTIESTRATEGIA FIC FIM,SMAL11,Equity,RV_Brasil_Basket_,83.37,-536950.78125,,83.27,-536950.78125,-53695.0781250046,-44765586.6328125,ESTOQUE,STOCK,BBG000DR8C64,
94,SULA11 BZ Equity,3938230.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,SULA11,Equity,RV_Brasil_Long_,40.75,3640.0,,39.3,3640.0,5278.00000000001,148330.0,ESTOQUE,STOCK,BBG000TDRS53,
95,SULA11 BZ Equity,3938230.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,SULA11,Equity,RV_Brasil_Long_,40.75,37072.0,,39.3,37072.0,53754.400000000096,1510684.0,ESTOQUE,STOCK,BBG000TDRS53,
96,SULA11 BZ Equity,3938230.0,2020-04-13,VISTA FIA,SULA11,Equity,RV_Brasil_Long_,40.75,181789.0,,39.3,181789.0,263594.05000000104,7407901.75,ESTOQUE,STOCK,BBG000TDRS53,
97,SULA11 BZ Equity,3938230.0,2020-04-13,VISTA LONG BIASED MASTER FIM,SULA11,Equity,RV_Brasil_Long_,40.75,17599.0,,39.3,17599.0,25518.550000000097,717159.25,ESTOQUE,STOCK,BBG000TDRS53,
98,SUZB3 BZ Equity,7248404.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,SUZB3,Equity,RV_Brasil_Long_,36.37,4174.0,,35.4,5690.0,6088.22448,151808.38,ESTOQUE,STOCK,BBG00J5Q0BS0,
99,SUZB3 BZ Equity,7248404.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,SUZB3,Equity,RV_Brasil_Long_,36.37,42508.0,,35.4,57955.0,62013.30016,1546015.96,ESTOQUE,STOCK,BBG00J5Q0BS0,
100,SUZB3 BZ Equity,7248404.0,2020-04-13,VISTA FIA,SUZB3,Equity,RV_Brasil_Long_,36.37,208036.0,,35.4,283740.0,303637.99711999996,7566269.32,ESTOQUE,STOCK,BBG00J5Q0BS0,
101,SUZB3 BZ Equity,7248404.0,2020-04-13,VISTA HEDGE FIC FIM,SUZB3,Equity,RV_Brasil_Basket_,36.37,8718.115,,,0.0,-142.10527450001,317077.84255,ESTOQUE,STOCK,BBG00J5Q0BS0,
102,SUZB3 BZ Equity,7248404.0,2020-04-13,VISTA LONG BIASED MASTER FIM,SUZB3,Equity,RV_Brasil_Long_,36.37,20182.0,,35.4,27515.0,29441.478239999997,734019.34,ESTOQUE,STOCK,BBG00J5Q0BS0,
103,SUZB3 BZ Equity,7248404.0,2020-04-13,VISTA MACRO MASTER FIM,SUZB3,Equity,RV_Brasil_Basket_,36.37,250000.0,,,0.0,-4075.0000000002706,9092500.0,ESTOQUE,STOCK,BBG00J5Q0BS0,
104,SUZB3 BZ Equity,7248404.0,2020-04-13,VISTA MULTIESTRATEGIA FIC FIM,SUZB3,Equity,RV_Brasil_Basket_,36.37,214780.3125,,,0.0,-3500.91909375023,7811559.965625,ESTOQUE,STOCK,BBG00J5Q0BS0,
105,VALE3 BZ Equity,28822230.0,2020-04-13,BRAZIL OPPORTUNITIES FIM,VALE3,Equity,RV_Brasil_Long_,44.57,11660.0,,43.28,11660.0,15041.4,519686.2,ESTOQUE,STOCK,BBG000BHNR86,
106,VALE3 BZ Equity,28822230.0,2020-04-13,BRAZIL OPPORTUNITIES VISTA FIM,VALE3,Equity,RV_Brasil_Long_,44.57,118745.0,,43.28,118745.0,153181.05,5292464.65,ESTOQUE,STOCK,BBG000BHNR86,
107,VALE3 BZ Equity,28822230.0,2020-04-13,VISTA FIA,VALE3,Equity,RV_Brasil_Long_,44.57,575914.0,,43.28,575914.0,742929.059999999,25668486.98,ESTOQUE,STOCK,BBG000BHNR86,
108,VALE3 BZ Equity,28822230.0,2020-04-13,VISTA LONG BIASED MASTER FIM,VALE3,Equity,RV_Brasil_Long_,44.57,56381.0,,43.28,56381.0,72731.4899999999,2512901.17,ESTOQUE,STOCK,BBG000BHNR86,
